
         Dual Mode Scramjet

  N       NA    Nm    cf         Dinj       L
   1221   3     3     0.00300    0.00300    1.220
         Area changes along axis
  xA      theta
  0.000    0.00
  0.390    0.60
  0.990    1.20
         Injections along axis
  xm      psi     y       angle
  0.110   0.50    0.10    80.00
  0.510   0.30    0.40    60.00
  0.810   0.20    0.60    40.00


  x        p           Ma       rho         V          T         F         Tt        Pt          s          a         Ac           A            gamma       mdot       W         G
   0.1430    59216.6   2.9814    0.214366   1816.727    855.37     98.67   2121.46   2582636.3    5020.28   613.234   0.00379845   0.00379999   1.3505724    1.48877   26.0870    -45.66702
   0.1440    59252.9   2.9804    0.214397   1816.492    855.71     98.66   2121.47   2579878.6    5020.54   613.361   0.00379856   0.00379999   1.3505428    1.48877   26.0870    -49.77942
   0.1450    59284.5   2.9794    0.214419   1816.242    856.05     98.66   2121.43   2577398.5    5020.82   613.481   0.00379840   0.00379999   1.3505125    1.48877   26.0870    -46.10459
   0.1460    59313.8   2.9784    0.214457   1816.005    856.40     98.66   2121.42   2574845.9    5021.14   613.602   0.00379824   0.00379999   1.3504840    1.48877   26.0870    -43.43811
   0.1470    59349.3   2.9774    0.214495   1815.773    856.74     98.64   2121.45   2572080.4    5021.41   613.730   0.00379834   0.00379999   1.3504552    1.48877   26.0870    -48.32925
   0.1480    59383.1   2.9764    0.214516   1815.526    857.07     98.64   2121.41   2569526.2    5021.67   613.852   0.00379829   0.00379999   1.3504246    1.48877   26.0870    -48.58301
   0.1490    59412.0   2.9754    0.214548   1815.283    857.43     98.64   2121.39   2567067.7    5021.99   613.970   0.00379805   0.00379999   1.3503956    1.48877   26.0870    -42.33484
   0.1500    59445.4   2.9744    0.214590   1815.052    857.77     98.63   2121.41   2564357.6    5022.27   614.097   0.00379809   0.00379999   1.3503674    1.48877   26.0870    -46.39076
   0.1510    59481.1   2.9735    0.214616   1814.811    858.10     98.62   2121.40   2561708.2    5022.53   614.221   0.00379815   0.00379999   1.3503372    1.48877   26.0870    -49.73836
   0.1520    59511.0   2.9725    0.214641   1814.563    858.45     98.62   2121.36   2559294.2    5022.83   614.339   0.00379791   0.00379999   1.3503075    1.48877   26.0870    -43.13567
   0.1530    59541.9   2.9715    0.214683   1814.330    858.80     98.61   2121.38   2556685.8    5023.14   614.463   0.00379783   0.00379999   1.3502795    1.48877   26.0870    -44.16135
   0.1540    59578.3   2.9705    0.214715   1814.094    859.14     98.60   2121.38   2553968.3    5023.39   614.589   0.00379796   0.00379999   1.3502500    1.48877   26.0870    -49.32225
   0.1550    59610.2   2.9695    0.214736   1813.845    859.47     98.60   2121.34   2551531.5    5023.67   614.708   0.00379779   0.00379999   1.3502198    1.48877   26.0870    -45.34695
   0.1560    59639.3   2.9685    0.214775   1813.607    859.83     98.59   2121.34   2549039.3    5023.98   614.828   0.00379761   0.00379999   1.3501915    1.48877   26.0870    -42.28297
   0.1570    59674.8   2.9675    0.214814   1813.376    860.17     98.58   2121.36   2546314.2    5024.25   614.955   0.00379771   0.00379999   1.3501629    1.48877   26.0870    -47.68522
   0.1580    59709.1   2.9666    0.214835   1813.129    860.49     98.58   2121.32   2543799.0    5024.51   615.077   0.00379767   0.00379999   1.3501325    1.48877   26.0870    -47.67483
   0.1590    59737.8   2.9656    0.214867   1812.885    860.85     98.57   2121.30   2541399.8    5024.82   615.194   0.00379742   0.00379999   1.3501036    1.48877   26.0870    -41.61852
   0.1600    59771.1   2.9646    0.214910   1812.655    861.19     98.56   2121.32   2538734.3    5025.11   615.320   0.00379745   0.00379999   1.3500756    1.48877   26.0870    -45.34804
   0.1610    59807.2   2.9636    0.214936   1812.414    861.52     98.56   2121.31   2536123.3    5025.36   615.444   0.00379752   0.00379999   1.3500456    1.48877   26.0870    -48.94152
   0.1620    59837.0   2.9627    0.214960   1812.165    861.86     98.56   2121.27   2533761.1    5025.66   615.561   0.00379727   0.00379999   1.3500160    1.48877   26.0870    -42.57084
   0.1630    59867.8   2.9617    0.215004   1811.933    862.22     98.55   2121.28   2531204.2    5025.96   615.684   0.00379718   0.00379999   1.3499882    1.48877   26.0870    -42.93802
   0.1640    59904.4   2.9607    0.215036   1811.698    862.55     98.54   2121.29   2528525.9    5026.21   615.810   0.00379731   0.00379999   1.3499589    1.48877   26.0870    -48.63409
   0.1650    59936.5   2.9597    0.215057   1811.448    862.88     98.53   2121.25   2526132.7    5026.49   615.928   0.00379715   0.00379999   1.3499288    1.48877   26.0870    -44.68859
   0.1660    59965.4   2.9588    0.215096   1811.210    863.24     98.53   2121.24   2523696.7    5026.80   616.047   0.00379695   0.00379999   1.3499007    1.48877   26.0870    -41.20763
   0.1670    60001.0   2.9578    0.215135   1810.979    863.58     98.52   2121.26   2521012.9    5027.07   616.174   0.00379705   0.00379999   1.3498723    1.48877   26.0870    -46.91403
   0.1680    60035.6   2.9568    0.215157   1810.732    863.90     98.51   2121.23   2518536.5    5027.32   616.295   0.00379702   0.00379999   1.3498421    1.48877   26.0870    -46.90690
   0.1690    60064.2   2.9558    0.215188   1810.488    864.25     98.51   2121.20   2516192.5    5027.63   616.411   0.00379675   0.00379999   1.3498133    1.48877   26.0870    -40.81056
   0.1700    60097.4   2.9548    0.215232   1810.259    864.60     98.50   2121.23   2513572.5    5027.92   616.536   0.00379677   0.00379999   1.3497856    1.48877   26.0870    -44.38676
   0.1710    60133.8   2.9539    0.215258   1810.018    864.93     98.49   2121.21   2510999.0    5028.16   616.660   0.00379685   0.00379999   1.3497558    1.48877   26.0870    -48.15271
   0.1720    60163.6   2.9529    0.215283   1809.768    865.27     98.49   2121.17   2508686.5    5028.46   616.776   0.00379660   0.00379999   1.3497263    1.48877   26.0870    -41.92021
   0.1730    60194.2   2.9519    0.215326   1809.536    865.62     98.48   2121.19   2506179.8    5028.76   616.897   0.00379650   0.00379999   1.3496987    1.48877   26.0870    -41.87950
   0.1740    60231.0   2.9510    0.215360   1809.302    865.95     98.47   2121.19   2503540.3    5029.01   617.023   0.00379663   0.00379999   1.3496697    1.48877   26.0870    -47.84755
   0.1750    60263.3   2.9500    0.215380   1809.052    866.28     98.47   2121.15   2501190.3    5029.28   617.141   0.00379647   0.00379999   1.3496396    1.48877   26.0870    -44.03707
   0.1760    60292.1   2.9490    0.215419   1808.813    866.64     98.47   2121.14   2498807.1    5029.60   617.259   0.00379626   0.00379999   1.3496117    1.48877   26.0870    -40.22612
   0.1770    60327.6   2.9480    0.215460   1808.584    866.97     98.45   2121.17   2496165.1    5029.86   617.385   0.00379637   0.00379999   1.3495836    1.48877   26.0870    -46.07506
   0.1780    60362.4   2.9471    0.215481   1808.337    867.30     98.45   2121.13   2493727.5    5030.11   617.505   0.00379633   0.00379999   1.3495535    1.48877   26.0870    -46.18410
   0.1790    60390.9   2.9461    0.215512   1808.092    867.65     98.45   2121.10   2491434.9    5030.42   617.621   0.00379606   0.00379999   1.3495249    1.48877   26.0870    -39.99397
   0.1800    60424.1   2.9452    0.215557   1807.863    867.99     98.44   2121.13   2488860.5    5030.70   617.745   0.00379608   0.00379999   1.3494974    1.48877   26.0870    -43.46364
   0.1810    60460.7   2.9442    0.215583   1807.622    868.32     98.43   2121.11   2486324.6    5030.94   617.868   0.00379616   0.00379999   1.3494677    1.48877   26.0870    -47.36813
   0.1820    60490.6   2.9433    0.215607   1807.373    868.66     98.43   2121.07   2484059.3    5031.23   617.983   0.00379590   0.00379999   1.3494383    1.48877   26.0870    -41.22474
   0.1830    60521.0   2.9423    0.215651   1807.141    869.01     98.42   2121.08   2481601.2    5031.54   618.104   0.00379579   0.00379999   1.3494110    1.48877   26.0870    -40.92326
   0.1840    60558.0   2.9413    0.215685   1806.907    869.34     98.41   2121.09   2479000.8    5031.78   618.229   0.00379593   0.00379999   1.3493822    1.48877   26.0870    -47.02140
   0.1850    60590.3   2.9404    0.215706   1806.657    869.67     98.41   2121.05   2476693.1    5032.05   618.346   0.00379577   0.00379999   1.3493523    1.48877   26.0870    -43.36191
   0.1860    60619.0   2.9394    0.215744   1806.418    870.02     98.41   2121.04   2474359.5    5032.36   618.463   0.00379555   0.00379999   1.3493246    1.48877   26.0870    -39.32694
   0.1870    60654.5   2.9384    0.215786   1806.189    870.35     98.39   2121.06   2471759.5    5032.62   618.589   0.00379566   0.00379999   1.3492967    1.48877   26.0870    -45.21073
   0.1880    60689.5   2.9375    0.215807   1805.942    870.68     98.39   2121.03   2469360.8    5032.87   618.708   0.00379563   0.00379999   1.3492667    1.48877   26.0870    -45.45795
   0.1890    60718.0   2.9365    0.215838   1805.697    871.02     98.39   2121.00   2467116.4    5033.18   618.823   0.00379535   0.00379999   1.3492383    1.48877   26.0870    -39.19977
   0.1900    60751.0   2.9355    0.215883   1805.469    871.37     98.38   2121.02   2464586.9    5033.46   618.946   0.00379536   0.00379999   1.3492110    1.48877   26.0870    -42.57151
   0.1910    60787.8   2.9346    0.215910   1805.229    871.69     98.37   2121.01   2462089.3    5033.69   619.069   0.00379545   0.00379999   1.3491816    1.48877   26.0870    -46.57510
   0.1920    60817.6   2.9337    0.215934   1804.979    872.03     98.37   2120.96   2459868.8    5033.98   619.183   0.00379519   0.00379999   1.3491523    1.48877   26.0870    -40.50881
   0.1930    60848.0   2.9327    0.215978   1804.747    872.38     98.36   2120.98   2457457.4    5034.29   619.303   0.00379508   0.00379999   1.3491252    1.48877   26.0870    -40.03990
   0.1940    60885.0   2.9317    0.216012   1804.514    872.71     98.35   2120.99   2454896.6    5034.53   619.428   0.00379521   0.00379999   1.3490966    1.48877   26.0870    -46.17907
   0.1950    60917.4   2.9308    0.216032   1804.263    873.03     98.35   2120.94   2452630.3    5034.79   619.543   0.00379506   0.00379999   1.3490668    1.48877   26.0870    -42.65629
   0.1960    60946.0   2.9298    0.216071   1804.025    873.39     98.34   2120.93   2450343.4    5035.10   619.660   0.00379483   0.00379999   1.3490393    1.48877   26.0870    -38.49604
   0.1970    60981.5   2.9289    0.216113   1803.796    873.72     98.33   2120.96   2447785.4    5035.36   619.785   0.00379494   0.00379999   1.3490116    1.48877   26.0870    -44.34615
   0.1980    61016.6   2.9279    0.216134   1803.550    874.04     98.33   2120.92   2445426.0    5035.60   619.903   0.00379491   0.00379999   1.3489819    1.48877   26.0870    -44.70702
   0.1990    61045.0   2.9270    0.216165   1803.304    874.39     98.33   2120.89   2443226.6    5035.91   620.017   0.00379463   0.00379999   1.3489536    1.48877   26.0870    -38.43604
   0.2000    61077.9   2.9260    0.216211   1803.076    874.73     98.31   2120.91   2440741.0    5036.19   620.140   0.00379464   0.00379999   1.3489265    1.48877   26.0870    -41.71379
   0.2010    61114.9   2.9251    0.216237   1802.837    875.05     98.31   2120.90   2438282.5    5036.42   620.262   0.00379473   0.00379999   1.3488973    1.48877   26.0870    -45.76406
   0.2020    61144.7   2.9241    0.216261   1802.587    875.39     98.31   2120.85   2436104.5    5036.71   620.375   0.00379447   0.00379999   1.3488682    1.48877   26.0870    -39.78424
   0.2030    61174.9   2.9232    0.216306   1802.355    875.74     98.30   2120.87   2433737.7    5037.01   620.494   0.00379435   0.00379999   1.3488413    1.48877   26.0870    -39.21688
   0.2040    61212.0   2.9222    0.216340   1802.122    876.06     98.29   2120.88   2431217.4    5037.25   620.618   0.00379449   0.00379999   1.3488129    1.48877   26.0870    -45.32909
   0.2050    61244.5   2.9213    0.216360   1801.872    876.39     98.29   2120.83   2428991.4    5037.51   620.733   0.00379434   0.00379999   1.3487833    1.48877   26.0870    -41.92095
   0.2060    61272.9   2.9203    0.216399   1801.634    876.74     98.28   2120.82   2426748.3    5037.82   620.848   0.00379410   0.00379999   1.3487560    1.48877   26.0870    -37.72287
   0.2070    61308.4   2.9194    0.216441   1801.406    877.07     98.27   2120.84   2424232.4    5038.08   620.973   0.00379421   0.00379999   1.3487285    1.48877   26.0870    -43.49441
   0.2080    61343.6   2.9185    0.216462   1801.159    877.39     98.27   2120.81   2421912.6    5038.31   621.091   0.00379419   0.00379999   1.3486990    1.48877   26.0870    -43.92386
   0.2090    61371.9   2.9175    0.216493   1800.914    877.74     98.27   2120.77   2419755.2    5038.62   621.203   0.00379391   0.00379999   1.3486709    1.48877   26.0870    -37.70249
   0.2100    61404.8   2.9166    0.216539   1800.687    878.08     98.25   2120.80   2417312.4    5038.90   621.325   0.00379392   0.00379999   1.3486440    1.48877   26.0870    -40.89469
   0.2110    61441.7   2.9156    0.216566   1800.447    878.40     98.25   2120.79   2414894.1    5039.13   621.447   0.00379400   0.00379999   1.3486150    1.48877   26.0870    -44.93044
   0.2120    61471.5   2.9147    0.216589   1800.198    878.73     98.25   2120.74   2412756.4    5039.41   621.559   0.00379375   0.00379999   1.3485861    1.48877   26.0870    -39.05598
   0.2130    61501.7   2.9137    0.216634   1799.966    879.08     98.24   2120.75   2410431.9    5039.71   621.677   0.00379363   0.00379999   1.3485594    1.48877   26.0870    -38.44884
   0.2140    61538.7   2.9128    0.216669   1799.734    879.40     98.23   2120.76   2407953.0    5039.95   621.801   0.00379377   0.00379999   1.3485312    1.48877   26.0870    -44.47452
   0.2150    61571.2   2.9119    0.216689   1799.484    879.73     98.23   2120.71   2405766.5    5040.20   621.915   0.00379362   0.00379999   1.3485018    1.48877   26.0870    -41.15863
   0.2160    61599.5   2.9109    0.216727   1799.246    880.08     98.22   2120.70   2403564.2    5040.51   622.029   0.00379339   0.00379999   1.3484747    1.48877   26.0870    -37.00046
   0.2170    61635.0   2.9100    0.216769   1799.018    880.41     98.21   2120.72   2401090.3    5040.77   622.153   0.00379350   0.00379999   1.3484474    1.48877   26.0870    -42.66140
   0.2180    61670.2   2.9091    0.216791   1798.772    880.72     98.21   2120.69   2398810.5    5041.00   622.270   0.00379347   0.00379999   1.3484181    1.48877   26.0870    -43.10765
   0.2190    61698.4   2.9081    0.216822   1798.527    881.07     98.20   2120.65   2396692.2    5041.30   622.382   0.00379319   0.00379999   1.3483902    1.48877   26.0870    -36.99674
   0.2200    61731.2   2.9072    0.216867   1798.300    881.41     98.19   2120.68   2394291.1    5041.58   622.503   0.00379320   0.00379999   1.3483635    1.48877   26.0870    -40.11629
   0.2210    61768.1   2.9062    0.216894   1798.061    881.72     98.19   2120.67   2391914.0    5041.81   622.624   0.00379329   0.00379999   1.3483347    1.48877   26.0870    -44.07340
   0.2220    61797.9   2.9053    0.216918   1797.811    882.06     98.19   2120.62   2389814.5    5042.09   622.735   0.00379304   0.00379999   1.3483060    1.48877   26.0870    -38.32614
   0.2230    61828.0   2.9044    0.216962   1797.580    882.40     98.18   2120.63   2387530.0    5042.39   622.853   0.00379292   0.00379999   1.3482795    1.48877   26.0870    -37.73263
   0.2240    61865.0   2.9034    0.216997   1797.348    882.72     98.17   2120.64   2385093.4    5042.62   622.975   0.00379306   0.00379999   1.3482515    1.48877   26.0870    -43.61662
   0.2250    61897.3   2.9025    0.217017   1797.099    883.05     98.17   2120.59   2382945.5    5042.87   623.088   0.00379291   0.00379999   1.3482224    1.48877   26.0870    -40.37258
   0.2260    61925.7   2.9016    0.217056   1796.861    883.39     98.16   2120.58   2380781.2    5043.18   623.202   0.00379268   0.00379999   1.3481954    1.48877   26.0870    -36.32415
   0.2270    61961.1   2.9007    0.217097   1796.633    883.72     98.15   2120.60   2378349.5    5043.43   623.325   0.00379279   0.00379999   1.3481684    1.48877   26.0870    -41.84900
   0.2280    61996.2   2.8997    0.217119   1796.388    884.04     98.14   2120.56   2376109.9    5043.66   623.441   0.00379277   0.00379999   1.3481392    1.48877   26.0870    -42.26072
   0.2290    62024.3   2.8988    0.217150   1796.143    884.38     98.14   2120.53   2374028.0    5043.96   623.552   0.00379249   0.00379999   1.3481115    1.48877   26.0870    -36.31666
   0.2300    62057.1   2.8979    0.217195   1795.916    884.72     98.13   2120.55   2371667.4    5044.24   623.672   0.00379250   0.00379999   1.3480851    1.48877   26.0870    -39.37833
   0.2310    62093.9   2.8970    0.217222   1795.678    885.03     98.12   2120.54   2369332.4    5044.46   623.792   0.00379259   0.00379999   1.3480565    1.48877   26.0870    -43.19430
   0.2320    62123.6   2.8961    0.217246   1795.429    885.37     98.12   2120.49   2367269.2    5044.74   623.903   0.00379234   0.00379999   1.3480280    1.48877   26.0870    -37.59624
   0.2330    62153.7   2.8951    0.217290   1795.198    885.71     98.12   2120.50   2365022.5    5045.04   624.019   0.00379223   0.00379999   1.3480017    1.48877   26.0870    -37.06532
   0.2340    62190.6   2.8942    0.217324   1794.966    886.03     98.10   2120.51   2362629.0    5045.27   624.141   0.00379237   0.00379999   1.3479739    1.48877   26.0870    -42.75620
   0.2350    62222.8   2.8933    0.217345   1794.717    886.35     98.10   2120.46   2360519.0    5045.52   624.254   0.00379222   0.00379999   1.3479450    1.48877   26.0870    -39.56651
   0.2360    62251.1   2.8924    0.217383   1794.480    886.70     98.10   2120.45   2358389.7    5045.82   624.366   0.00379200   0.00379999   1.3479182    1.48877   26.0870    -35.69043
   0.2370    62286.5   2.8914    0.217425   1794.253    887.02     98.09   2120.47   2356000.3    5046.07   624.488   0.00379211   0.00379999   1.3478914    1.48877   26.0870    -41.05684
   0.2380    62321.4   2.8905    0.217446   1794.008    887.34     98.08   2120.44   2353801.2    5046.30   624.604   0.00379208   0.00379999   1.3478625    1.48877   26.0870    -41.38689
